#{"t_start": 1722449809.196346, "env_id": "None"}
r,l,t
-1872702467705889.2,48,92.47537
-428816060719718.3,48,92.748713
-146012527147825.78,48,93.026525
-2076136695579081.5,48,93.30276
-813136171547859.6,48,93.580266
-216420228504327.44,48,93.868576
-630732040998265.5,48,94.164258
-56906415683863.555,48,94.467631
-308966161714137.6,48,94.760963
-24192928604543.457,48,95.050845
-472243378169897.2,48,95.343601
-108052241326921.4,48,95.653281
-235849049097420.84,48,95.959288
-150042160695984.7,48,96.249829
-278905365510872.34,48,96.540174
-429293075739732.75,48,96.837547
-2545673300385017.5,48,97.12608
-2575155259114731.0,48,97.406552
-1792348879001082.0,48,97.69558
-27750464348215.062,48,97.985157
-273575997239090.06,48,98.275324
-238040359385863.66,48,98.551783
-1038905932813123.2,48,98.838292
-41032364863107.5,48,99.122007
-78374310584040.25,48,99.414651
-2775796778311116.5,48,99.704578
-550703934648237.44,48,99.981242
-323868470123812.4,48,100.25483
-320701348120874.56,48,100.530718
-1227541420982517.5,48,100.825763
-652943292469162.8,48,101.105853
-1176464724590614.5,48,101.383009
-541162029655474.44,48,101.665703
-437253680612767.9,48,101.953553
-84045809391024.08,48,102.24772
-207529447995722.94,48,102.537338
-307893062971370.2,48,102.811071
-431424418617019.1,48,103.085501
-885311943917482.2,48,103.362541
-127658119737923.47,48,103.643777
-1494151342544648.0,48,103.921829
-181679286633836.25,48,104.202026
-43382792699960.805,48,104.506477
-1926652268519697.5,48,104.79345
-4849633084344324.0,48,105.073367
-2645596213754732.5,48,105.347523
-328234894139648.44,48,105.637385
-281826623605048.1,48,105.91977
-86428786317235.0,48,106.199882
-9272915657886.334,48,106.479199
-154419193978602.7,48,106.757668
-903972197570199.1,48,107.038696
-87571428297465.98,48,107.321876
-32839704183434.863,48,107.601384
-604802946673160.1,48,107.876412
-263568578972412.1,48,108.158045
-802877712963189.8,48,108.437241
-97073399209051.73,48,108.723879
-45473947576042.914,48,109.019491
-1214878783270570.5,48,109.298944
-1328716539944419.0,48,109.57553
-91343375430250.4,48,109.855793
-1066584636365609.2,48,110.162114
-404724054217190.7,48,110.462979
-65640740260326.4,48,110.745855
-320492704305215.9,48,111.036468
-587669883736026.8,48,111.306148
-1919359740128621.2,48,111.582594
-276888654198655.6,48,111.871594
-306709639717740.75,48,112.149107
-311787432160486.56,48,112.42822
-357003955057954.8,48,112.717848
-618105891584753.4,48,112.99658
-699240127243817.2,48,113.279764
-847632805037197.9,48,113.561971
-6815946226478781.0,48,113.849315
-1587885732635573.2,48,114.134364
-513156133062200.75,48,114.425823
-150461806715020.34,48,114.714499
-1354473314520103.0,48,115.004843
-454429990090739.75,48,115.283452
-44825737845361.84,48,115.571482
-706795157587427.0,48,115.851265
-42338983466386.766,64,116.421911
-61136472703050.42,48,116.710677
-425109215556347.1,48,117.007609
-649086346113884.9,48,117.306036
-2308613283832015.5,48,117.594105
-970103163937195.0,48,117.87589
-884346378114939.2,48,118.161384
-222968755624312.22,48,118.445707
-283474214572310.4,48,118.743316
-38317611364029.68,48,119.025346
-446753749429832.44,48,119.305767
-97425362025735.12,48,119.587572
-891484606711020.5,48,119.872755
-370788558643595.0,48,120.155756
-788502190186277.9,48,120.433995
-1065280427535867.4,48,120.724174
-190188537737311.0,48,121.00686
-1851044602534681.5,48,121.28792
-217077469887728.38,48,121.573987
-113998551886410.03,48,121.859058
-129151764774214.48,48,122.152569
-738735333107591.5,48,122.43483
-78957050963921.69,48,122.730425
-421658290239163.1,48,123.026531
-161745537828130.8,48,123.332478
-879290571814191.2,48,123.623142
-371641734037119.8,48,123.919789
-1319628078225909.0,48,124.201971
-585813496194233.0,48,124.51164
-693726566664695.4,48,124.792155
-295036652103570.25,48,125.070812
-553566731317133.5,48,125.349735
-123564186545094.28,48,125.62932
-90443719823607.45,48,125.913202
-212975876482977.47,48,126.187722
-654815252623233.1,48,126.470242
-72970142473061.53,48,126.75443
-952991010795674.5,48,127.051901
-162003166892151.22,48,127.330221
-2936297469073259.5,48,127.629514
-351447068667464.25,48,127.915122
-262068853126368.53,48,128.191983
-302104831557010.0,48,128.509314
-210069937391136.28,48,128.788744
-129555355333036.64,48,129.074571
-1479875213752096.5,48,129.353893
-771478861216286.1,48,129.636397
-170530349393823.22,48,129.916266
-307949799344404.56,48,130.193153
-63352173411531.33,48,130.472123
-158329200754079.2,48,130.759851
-90071933711383.05,48,131.042515
-352504816408566.7,48,131.335922
-134217789232409.95,48,131.623025
-360601026533364.25,48,131.912562
-347192225533959.4,48,132.203336
-267918154609407.12,48,132.491611
-61037590638588.516,48,132.768465
-1108092373680266.5,48,133.050283
-607922926153178.4,48,133.337771
-69146741013222.92,48,133.627594
-1886278541054218.5,48,133.907199
-952378808796592.0,48,134.18428
-1168642720746925.8,48,134.46149
-395199194919894.5,48,134.73994
-3961650607067105.5,48,135.01966
-556848125235375.3,48,135.300337
-375989974989155.94,48,135.583093
-541608650111744.94,48,135.874864
-430229982072137.06,48,136.161107
-94997501117145.02,48,136.438119
-317801577351360.6,48,136.720118
-152382324825939.8,48,137.013478
-252083765402771.44,48,137.305552
-338357714506046.3,48,137.58183
-104195486422973.11,48,137.865958
-466057744486416.4,48,138.140894
-136184955790651.23,48,138.4117
-455556024439412.9,48,138.693179
-140117683244543.73,48,138.969874
-241999552072875.72,48,139.250131
-153786463460726.16,48,139.525562
-310723160187299.7,48,139.806039
-138801107994139.19,48,140.091498
-3861424197752485.5,48,140.372536
-970710175694770.2,48,140.655012
-547778084619971.0,48,140.93637
-2356361155781550.5,48,141.213158
-1898906223801693.8,48,141.559737
-3036416234936772.0,48,141.85024
-128359042264880.52,48,142.131663
-299050672424256.75,48,142.408269
-129226533944292.4,48,142.691331
-499686174318837.25,48,142.975748
-53183315471255.875,48,143.256766
-498881548528374.75,48,143.532188
-206299430814138.12,48,143.820734
-891084713637225.0,48,144.100004
-112746948219944.6,48,144.377049
-1367136943350378.0,48,144.654506
-137797910757538.03,48,144.93159
-81170026793265.62,48,145.212057
